timestamp_utc,allsky_sfc_sw_dwn,allsky_sfc_sw_dni,t2m_benban,clrsky_sfc_sw_dwn,ws10m,ws50m,wd50m,t2m_suez,hour_of_day,month,day_of_year,ws100m,solar_pred_mw,wind_pred_mw,total_pred_mw,national_demand_mw,local_headroom_mw,surplus_mw
2025-01-06 00:00:00,0.0,0.0,10.81,0.0,6.92,8.89,319.9,16.12,0,1,6,9.79593648014307,8.425623,316.8158,325.24142,18000.0,1620.0,0.0
2025-01-06 01:00:00,0.0,0.0,10.45,0.0,7.57,9.75,327.9,16.32,1,1,6,10.743574879796954,8.546388,468.67236,477.21875,18000.0,1620.0,0.0
2025-01-06 02:00:00,0.0,0.0,10.14,0.0,8.26,10.35,331.5,16.62,2,1,6,11.40471794932292,8.621543,612.755,621.3765,18000.0,1620.0,0.0
2025-01-06 03:00:00,0.0,0.0,9.81,0.0,8.49,10.46,332.1,16.66,3,1,6,11.525927512069348,8.582032,635.47327,644.0553,18000.0,1620.0,0.0
2025-01-06 04:00:00,0.0,0.0,9.45,0.0,8.46,10.48,333.2,16.57,4,1,6,11.54796561438688,9.854464,651.20996,661.06445,18000.0,1620.0,0.0
2025-01-06 05:00:00,0.0,0.0,9.14,0.0,8.37,10.39,334.3,16.47,5,1,6,11.448794153957984,10.147082,621.2078,631.3549,19720.860315583945,1774.8774284025549,0.0
2025-01-06 06:00:00,4.32,0.0,8.89,4.4,8.19,10.21,336.1,16.39,6,1,6,11.250451233100195,9.927071,578.4904,588.4175,18470.161980344015,1662.3145782309614,0.0
2025-01-06 07:00:00,98.53,67.96,10.3,101.85,8.37,9.83,337.8,16.83,7,1,6,10.831727289067082,211.41083,492.4748,703.8856,20103.648082278953,1809.3283274051057,0.0
2025-01-06 08:00:00,280.67,272.4,12.69,293.48,8.95,10.23,341.2,17.58,8,1,6,11.272489335417728,626.27655,585.27527,1211.5518,21842.31213251868,1965.808091926681,0.0
2025-01-06 09:00:00,468.52,440.74,15.35,487.5,9.58,10.84,344.2,18.5,9,1,6,11.94465145610246,1026.1307,733.8408,1759.9716,22395.344423088343,2015.5809980779509,0.0
2025-01-06 10:00:00,613.35,557.75,17.69,631.08,9.82,11.05,343.9,19.29,10,1,6,12.176051530436547,1348.7395,744.3862,2093.1257,22352.187314517854,2011.6968583066068,81.42887411526817
2025-01-06 11:00:00,700.38,661.04,19.75,710.92,9.84,11.04,341.8,19.96,11,1,6,12.16503247927778,1550.1647,744.3862,2294.5508,24147.07055173873,2173.2363496564853,121.31443159351466
2025-01-06 12:00:00,702.47,699.01,21.31,707.03,9.77,11.0,339.0,20.56,12,1,6,12.120956274642715,1552.7904,743.84485,2296.6353,23412.74806946768,2107.1473262520913,189.48792765415874
2025-01-06 13:00:00,630.0,682.84,22.2,630.22,9.67,10.99,336.5,21.0,13,1,6,12.109937223483952,1393.6946,743.91064,2137.6052,24471.09411640205,2202.3984704761847,0.0
2025-01-06 14:00:00,487.25,603.3,22.45,487.6,9.61,11.05,334.9,21.25,14,1,6,12.176051530436547,1068.3619,743.21216,1811.5741,22857.17867198372,2057.1460804785347,0.0
2025-01-06 15:00:00,296.77,467.97,22.09,297.15,9.51,11.06,334.3,21.17,15,1,6,12.187070581595314,669.5778,743.1348,1412.7126,24038.072470395335,2163.42652233558,0.0
2025-01-06 16:00:00,99.7,176.8,19.51,99.85,8.75,10.53,333.7,20.56,16,1,6,11.603060870180707,215.57195,654.73456,870.3065,21135.988406579578,1902.238956592162,0.0
2025-01-06 17:00:00,0.0,0.0,16.33,0.0,8.11,10.24,335.5,19.65,17,1,6,11.283508386576491,8.678215,589.70215,598.3804,20299.03705299663,1826.9133347696968,0.0
2025-01-06 18:00:00,0.0,0.0,15.89,0.0,8.14,10.19,343.5,19.16,18,1,6,11.228413130782664,8.412316,576.9901,585.4024,19913.404814344303,1792.2064332909872,0.0
2025-01-06 19:00:00,0.0,0.0,15.49,0.0,7.6,9.53,349.1,18.49,19,1,6,10.5011557543041,8.412316,435.30093,443.71326,18000.0,1620.0,0.0
2025-01-06 20:00:00,0.0,0.0,14.86,0.0,7.01,8.95,354.5,17.81,20,1,6,9.862050787095663,8.412316,335.16614,343.57846,18000.0,1620.0,0.0
2025-01-06 21:00:00,0.0,0.0,14.29,0.0,6.63,8.61,1.1,17.31,21,1,6,9.487403047697615,8.412316,286.52914,294.94147,18000.0,1620.0,0.0
2025-01-06 22:00:00,0.0,0.0,13.54,0.0,6.19,8.13,5.9,16.86,22,1,6,8.958488592076845,8.846933,217.24112,226.08806,18000.0,1620.0,0.0
2025-01-06 23:00:00,0.0,0.0,12.71,0.0,5.85,7.7,7.5,16.45,23,1,6,8.484669392249902,8.912662,165.70769,174.62035,18000.0,1620.0,0.0
2025-01-07 00:00:00,0.0,0.0,11.92,0.0,5.64,7.39,6.9,16.11,0,1,7,8.143078806328152,8.244652,140.9454,149.19006,18000.0,1620.0,0.0
2025-01-07 01:00:00,0.0,0.0,11.21,0.0,5.47,7.15,5.6,15.71,1,1,7,7.878621578517767,8.365417,114.90886,123.27428,18000.0,1620.0,0.0
2025-01-07 02:00:00,0.0,0.0,10.46,0.0,5.44,7.08,3.7,15.34,2,1,7,7.801488220406403,8.621543,113.218,121.83955,18000.0,1620.0,0.0
